,dataset,method,strategy,model,og_or_samp,balanced_accuracy,f1,precision,recall
474,pen_digits,SVMSMOTE,all,KNN,og,0.004577822990844416,0.00928025203002858,0.004577822990844416,0.013721301156823684
476,pen_digits,SVMSMOTE,all,Tree,og,-0.012374930785376659,0.0003057927654146475,-0.012374930785376659,0.012685888400785772
478,pen_digits,SVMSMOTE,all,Logistic,og,0.0035106300784217837,0.06595099142468142,0.0035106300784217837,0.09387416792956471
480,pen_digits,ADASYN,minority,SVM,og,-5.63374840645281e-05,0.002064182159852379,-5.63374840645281e-05,0.00414137426983574
482,pen_digits,ADASYN,minority,KNN,og,0.003051881993896277,0.0062063168482759945,0.003051881993896277,0.009232456908817577
484,pen_digits,ADASYN,minority,Tree,og,-0.009324658433882194,-0.012467884607026969,-0.009324658433882194,-0.015878412150687637
486,pen_digits,ADASYN,minority,Logistic,og,0.029279395289542487,0.08478644880616093,0.029279395289542487,0.11122069856770467
488,pen_digits,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
490,pen_digits,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
492,pen_digits,ADASYN,not minority,Tree,og,0.0020345879959309254,0.004063297964512103,0.0020345879959309254,0.006178316519633187
494,pen_digits,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
496,pen_digits,ADASYN,not majority,SVM,og,-0.0005649844830472039,0.0010287177902349454,-0.0005649844830472039,0.0025979455981309796
498,pen_digits,ADASYN,not majority,KNN,og,0.003051881993896277,0.0062063168482759945,0.003051881993896277,0.009232456908817577
500,pen_digits,ADASYN,not majority,Tree,og,-0.0032208944460897504,-0.000210308961514305,-0.0032208944460897504,0.002864434317389364
502,pen_digits,ADASYN,not majority,Logistic,og,0.028714410806495172,0.08531672657049683,0.028714410806495172,0.11169907742919971
504,pen_digits,ADASYN,all,SVM,og,-5.63374840645281e-05,0.002064182159852379,-5.63374840645281e-05,0.00414137426983574
506,pen_digits,ADASYN,all,KNN,og,0.003051881993896277,0.0062063168482759945,0.003051881993896277,0.009232456908817577
508,pen_digits,ADASYN,all,Tree,og,-0.00582046692506788,-0.003308602702492003,-0.00582046692506788,-0.0006753826021694831
510,pen_digits,ADASYN,all,Logistic,og,0.03029668928750784,0.08637048405756764,0.03029668928750784,0.11267022614185618
512,abalone,SMOTE,minority,SVM,og,-0.04888536361359275,-0.02374851024754321,-0.04888536361359275,-0.03220207475515813
514,abalone,SMOTE,minority,KNN,og,0.035860399098271545,0.04640388867657563,0.035860399098271545,0.042641756960074995
516,abalone,SMOTE,minority,Tree,og,-0.026112549052350387,-0.0245286530833162,-0.026112549052350387,-0.023684184921355378
518,abalone,SMOTE,minority,Logistic,og,-0.03755113968439505,-0.01771528539058287,-0.03755113968439505,-0.026978395095969
520,abalone,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
522,abalone,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
524,abalone,SMOTE,not minority,Tree,og,0.02749018952993243,0.0283153785374769,0.02749018952993243,0.028584559072363902
526,abalone,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
528,abalone,SMOTE,not majority,SVM,og,-0.05558570593637813,-0.03007238731610118,-0.05558570593637813,-0.038435568618759186
530,abalone,SMOTE,not majority,KNN,og,0.01043667028471229,0.025922486231944597,0.01043667028471229,0.01977533366792128
532,abalone,SMOTE,not majority,Tree,og,0.002066460716373175,0.005911312834857574,0.002066460716373175,0.007128485787022409
534,abalone,SMOTE,not majority,Logistic,og,-0.027302329464807595,-0.010618802033448782,-0.027302329464807595,-0.017403746963495337
536,abalone,SMOTE,all,SVM,og,-0.04848877014277364,-0.028648461330654573,-0.04848877014277364,-0.03192350060288496
538,abalone,SMOTE,all,KNN,og,0.018222426317107798,0.03017814232112448,0.018222426317107798,0.026376173506624356
540,abalone,SMOTE,all,Tree,og,0.01231527093596052,0.014097912191079143,0.01231527093596052,0.014497094528508114
542,abalone,SMOTE,all,Logistic,og,-0.03577690573599401,-0.017351468482176502,-0.03577690573599401,-0.025263112491373363
544,abalone,SMOTEN,minority,SVM,og,-0.043166068297570415,-0.027390708102656425,-0.043166068297570415,-0.027973474021279365
546,abalone,SMOTEN,minority,KNN,og,0.0116264506971695,0.01252315900079326,0.0116264506971695,0.012515432645280544
548,abalone,SMOTEN,minority,Tree,og,0.011334223929197584,0.007945415883152451,0.011334223929197584,0.005258457630318736
550,abalone,SMOTEN,minority,Logistic,og,-0.026216915755197467,-0.012737516628273049,-0.026216915755197467,-0.016814855138208462
552,abalone,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
554,abalone,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
556,abalone,SMOTEN,not minority,Tree,og,-0.029661016949152574,-0.026101218760448686,-0.029661016949152574,-0.02526261647861283
558,abalone,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
560,abalone,SMOTEN,not majority,SVM,og,-0.036465725974785035,-0.02098556802763052,-0.036465725974785035,-0.02171616407975896
562,abalone,SMOTEN,not majority,KNN,og,0.009852216748768461,0.01194528379308668,0.009852216748768461,0.012045209195249873
564,abalone,SMOTEN,not majority,Tree,og,-0.06001085413709606,-0.054569958510725436,-0.06001085413709606,-0.05214744851108477
566,abalone,SMOTEN,not majority,Logistic,og,-0.02197962761960426,-0.00931865891242667,-0.02197962761960426,-0.01301353874883282
568,abalone,SMOTEN,all,SVM,og,-0.047403356433163624,-0.030811119420116162,-0.047403356433163624,-0.03170393053524323
570,abalone,SMOTEN,all,KNN,og,0.01655255907155373,0.018468547050450868,0.01655255907155373,0.018437084941964388
572,abalone,SMOTEN,all,Tree,og,0.008077982800367312,0.010406403042310886,0.008077982800367312,0.010792910792910781
574,abalone,SMOTEN,all,Logistic,og,-0.029765383651999655,-0.01359231675564021,-0.029765383651999655,-0.019736801557101336
576,abalone,SVMSMOTE,minority,SVM,og,-0.05844535359438929,-0.027942525702854493,-0.05844535359438929,-0.042242479869232685
578,abalone,SVMSMOTE,minority,KNN,og,0.014277364949486504,0.034122065654203615,0.014277364949486504,0.023348426723692528
580,abalone,SVMSMOTE,minority,Tree,og,-0.0427694748267512,-0.034087902285651506,-0.0427694748267512,-0.0316373407375099
582,abalone,SVMSMOTE,minority,Logistic,og,-0.05203723803957583,-0.02800101824339385,-0.05203723803957583,-0.04102474323062566
584,abalone,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
586,abalone,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
588,abalone,SVMSMOTE,not minority,Tree,og,-0.018723386490773986,-0.01650308319302829,-0.018723386490773986,-0.01465975838285738
590,abalone,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
592,abalone,SVMSMOTE,not majority,SVM,og,-0.061597228020372374,-0.03368882829338793,-0.061597228020372374,-0.044381701085037584
594,abalone,SVMSMOTE,not majority,KNN,og,0.01782583284628858,0.034859992964915154,0.01782583284628858,0.026777954989531505
596,abalone,SVMSMOTE,not majority,Tree,og,-0.010248810219587567,-0.00860297122182152,-0.010248810219587567,-0.007701425721855726
598,abalone,SVMSMOTE,not majority,Logistic,og,-0.028387743174417612,-0.008404303565397786,-0.028387743174417612,-0.018518929502306936
600,abalone,SVMSMOTE,all,SVM,og,-0.056671119645988144,-0.02766939471945573,-0.056671119645988144,-0.0401424072023584
602,abalone,SVMSMOTE,all,KNN,og,0.02206312098188179,0.03823144425471048,0.02206312098188179,0.030697103126105185
604,abalone,SVMSMOTE,all,Tree,og,-0.04414711530433335,-0.039008618549237206,-0.04414711530433335,-0.03648611842017524
606,abalone,SVMSMOTE,all,Logistic,og,-0.0393253736327962,-0.01806026511710046,-0.0393253736327962,-0.02878232878232878
608,abalone,ADASYN,minority,SVM,og,-0.060908407781581464,-0.030956658262128345,-0.060908407781581464,-0.044306189982068256
610,abalone,ADASYN,minority,KNN,og,0.030433330550221127,0.057459441690458135,0.030433330550221127,0.036022865813340355
612,abalone,ADASYN,minority,Tree,og,-0.03291725807798285,-0.02323126025630129,-0.03291725807798285,-0.02144520191336141
614,abalone,ADASYN,minority,Logistic,og,-0.04041078734240622,-0.015692839847803564,-0.04041078734240622,-0.03056622207381854
616,abalone,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
618,abalone,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
620,abalone,ADASYN,not minority,Tree,og,0.012711864406779627,0.011438133291585384,0.012711864406779627,0.010682238559811541
622,abalone,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
624,abalone,ADASYN,not majority,SVM,og,-0.060908407781581464,-0.030956658262128345,-0.060908407781581464,-0.044306189982068256
626,abalone,ADASYN,not majority,KNN,og,0.024818401937045875,0.0487456400730687,0.024818401937045875,0.032127583590018216
628,abalone,ADASYN,not majority,Tree,og,-0.008871169742005414,-0.004540012383681624,-0.008871169742005414,-0.004052306993483468
630,abalone,ADASYN,not majority,Logistic,og,-0.04041078734240622,-0.015692839847803564,-0.04041078734240622,-0.03056622207381854
632,abalone,ADASYN,all,SVM,og,-0.060908407781581464,-0.030956658262128345,-0.060908407781581464,-0.044306189982068256
634,abalone,ADASYN,all,KNN,og,0.018118059614260495,0.04245257127081015,0.018118059614260495,0.0258702736484977
636,abalone,ADASYN,all,Tree,og,-0.0014820071804291235,0.004122129784489559,-0.0014820071804291235,0.0038894062104515292
638,abalone,ADASYN,all,Logistic,og,-0.03617349920681301,-0.012393153345158003,-0.03617349920681301,-0.026415582842708396
640,sick_euthyroid,SMOTE,minority,SVM,og,-0.3418989547038327,-0.2904171987317442,-0.3418989547038327,0.19280760683456433
642,sick_euthyroid,SMOTE,minority,KNN,og,-0.14884251926934855,-0.056852593108249194,-0.14884251926934855,0.08728733167392477
644,sick_euthyroid,SMOTE,minority,Tree,og,0.025050153098933547,0.026121662537847312,0.025050153098933547,0.027301495972382073
646,sick_euthyroid,SMOTE,minority,Logistic,og,-0.18326338295850497,-0.02604532261378356,-0.18326338295850497,0.12413246736508254
648,sick_euthyroid,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
650,sick_euthyroid,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
652,sick_euthyroid,SMOTE,not minority,Tree,og,0.004520377995987812,-0.0018689889136388471,0.004520377995987812,-0.009471577647023777
654,sick_euthyroid,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
656,sick_euthyroid,SMOTE,not majority,SVM,og,-0.34816149297856613,-0.2956839201560343,-0.34816149297856613,0.18823181945197265
658,sick_euthyroid,SMOTE,not majority,KNN,og,-0.16704941400063356,-0.07126855940225829,-0.16704941400063356,0.0751992617086682
660,sick_euthyroid,SMOTE,not majority,Tree,og,0.06772648083623689,0.06574346026111177,0.06772648083623689,0.06321202442261964
662,sick_euthyroid,SMOTE,not majority,Logistic,og,-0.18326338295850497,-0.02604532261378356,-0.18326338295850497,0.12413246736508254
664,sick_euthyroid,SMOTE,all,SVM,og,-0.35442403125329947,-0.30095064158032436,-0.35442403125329947,0.18365603206938086
666,sick_euthyroid,SMOTE,all,KNN,og,-0.14038248337028825,-0.05810456718187551,-0.14038248337028825,0.08145186870783572
668,sick_euthyroid,SMOTE,all,Tree,og,0.023888712913103127,0.02064481930433615,0.023888712913103127,0.016497310816010025
670,sick_euthyroid,SMOTE,all,Logistic,og,-0.18326338295850497,-0.02604532261378356,-0.18326338295850497,0.12413246736508254
672,sick_euthyroid,SMOTEN,minority,SVM,og,-0.30573593073593064,-0.2916989212487068,-0.30573593073593064,0.17199299477623076
674,sick_euthyroid,SMOTEN,minority,KNN,og,-0.07709719142645977,-0.05220702932170096,-0.07709719142645977,0.03275538107832676
676,sick_euthyroid,SMOTEN,minority,Tree,og,0.0364137894625699,0.03408714305942273,0.0364137894625699,0.030707124981639522
678,sick_euthyroid,SMOTEN,minority,Logistic,og,-0.16788089958821673,-0.08308485937971377,-0.16788089958821673,0.04317094619906525
680,sick_euthyroid,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
682,sick_euthyroid,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
684,sick_euthyroid,SMOTEN,not minority,Tree,og,0.005681818181818232,0.0038681521338748137,0.005681818181818232,0.0013285693749089944
686,sick_euthyroid,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
688,sick_euthyroid,SMOTEN,not majority,SVM,og,-0.30515521064301554,-0.2897134442941477,-0.30515521064301554,0.1749149377258119
690,sick_euthyroid,SMOTEN,not majority,KNN,og,-0.07709719142645977,-0.05220702932170096,-0.07709719142645977,0.03275538107832676
692,sick_euthyroid,SMOTEN,not majority,Tree,og,0.0017421602787457413,0.008366140375557385,0.0017421602787457413,0.01665489624886196
694,sick_euthyroid,SMOTEN,not majority,Logistic,og,-0.17356271777003485,-0.08659479764068212,-0.17356271777003485,0.04108953883859734
696,sick_euthyroid,SMOTEN,all,SVM,og,-0.3125791891035794,-0.29957797190938706,-0.3125791891035794,0.1634734913816086
698,sick_euthyroid,SMOTEN,all,KNN,og,-0.07709719142645977,-0.05220702932170096,-0.07709719142645977,0.03275538107832676
700,sick_euthyroid,SMOTEN,all,Tree,og,0.05681818181818177,0.038073200354135084,0.05681818181818177,0.013042457405947117
702,sick_euthyroid,SMOTEN,all,Logistic,og,-0.16904233977404715,-0.08755420495283639,-0.16904233977404715,0.036617280212728254
704,sick_euthyroid,SVMSMOTE,minority,SVM,og,-0.3325282441136099,-0.3214892699680706,-0.3325282441136099,0.1403205792535478
706,sick_euthyroid,SVMSMOTE,minority,KNN,og,-0.10608700242846592,-0.07761999598239389,-0.10608700242846592,0.01357511510428433
708,sick_euthyroid,SVMSMOTE,minority,Tree,og,0.023888712913103127,0.02057462336396465,0.023888712913103127,0.016342360620813512
710,sick_euthyroid,SVMSMOTE,minority,Logistic,og,-0.18318419385492557,-0.08689899649436439,-0.18318419385492557,0.046248072520319594
712,sick_euthyroid,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
714,sick_euthyroid,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
716,sick_euthyroid,SVMSMOTE,not minority,Tree,og,-0.010202196177805933,-0.001825290300661364,-0.010202196177805933,0.008587828142472942
718,sick_euthyroid,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
720,sick_euthyroid,SVMSMOTE,not majority,SVM,og,-0.3465447154471544,-0.3054095065176966,-0.3465447154471544,0.17413312404269343
722,sick_euthyroid,SVMSMOTE,not majority,KNN,og,-0.15187150248125847,-0.0804251563552646,-0.15187150248125847,0.053275826878574795
724,sick_euthyroid,SVMSMOTE,not majority,Tree,og,0.011944356456551564,0.010384670374331884,0.011944356456551564,0.008276767457077172
726,sick_euthyroid,SVMSMOTE,not majority,Logistic,og,-0.18409486854608803,-0.056955930895209006,-0.18409486854608803,0.0883689502230367
728,sick_euthyroid,SVMSMOTE,all,SVM,og,-0.33518107908351813,-0.2983228283789975,-0.33518107908351813,0.17888593434020106
730,sick_euthyroid,SVMSMOTE,all,KNN,og,-0.1211395312005068,-0.0532594297066219,-0.1211395312005068,0.07768257283999003
732,sick_euthyroid,SVMSMOTE,all,Tree,og,0.015884014359624166,0.005437821581621982,0.015884014359624166,-0.007752921439653004
734,sick_euthyroid,SVMSMOTE,all,Logistic,og,-0.18861524654207584,-0.05639798501686766,-0.18861524654207584,0.09055728799888985
736,sick_euthyroid,ADASYN,minority,SVM,og,-0.34351573223524434,-0.281404921010182,-0.34351573223524434,0.20492291070619995
738,sick_euthyroid,ADASYN,minority,KNN,og,-0.17215051208953647,-0.0730769081404502,-0.17215051208953647,0.07486419388621857
740,sick_euthyroid,ADASYN,minority,Tree,og,0.06772648083623689,0.06606710523001746,0.06772648083623689,0.06378004426011075
742,sick_euthyroid,ADASYN,minority,Logistic,og,-0.1842994403970014,-0.01613598066428379,-0.1842994403970014,0.13449677312215624
744,sick_euthyroid,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
746,sick_euthyroid,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
748,sick_euthyroid,ADASYN,not minority,Tree,og,0.016464734452539265,0.008286346945541534,0.016464734452539265,-0.0019135658981204173
750,sick_euthyroid,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
752,sick_euthyroid,ADASYN,not majority,SVM,og,-0.34816149297856613,-0.2956839201560343,-0.34816149297856613,0.18823181945197265
754,sick_euthyroid,ADASYN,not majority,KNN,og,-0.1380596029986274,-0.051137993111335045,-0.1380596029986274,0.09046045048146756
756,sick_euthyroid,ADASYN,not majority,Tree,og,0.05578212437968533,0.057225627949957225,0.05578212437968533,0.05845726574575383
758,sick_euthyroid,ADASYN,not majority,Logistic,og,-0.18094050258684413,-0.019506895344635566,-0.18094050258684413,0.1305722003209433
760,sick_euthyroid,ADASYN,all,SVM,og,-0.34861683032414725,-0.2830246643994033,-0.34861683032414725,0.20449968855800982
762,sick_euthyroid,ADASYN,all,KNN,og,-0.14361603843311155,-0.041876150217704966,-0.14361603843311155,0.1051986241098497
764,sick_euthyroid,ADASYN,all,Tree,og,0.027373033470594388,0.037054669447538435,0.027373033470594388,0.04917173266413677
766,sick_euthyroid,ADASYN,all,Logistic,og,-0.18488016048991662,-0.017721313222718083,-0.18488016048991662,0.13299395626331068
768,us_crime,SMOTE,minority,SVM,og,-0.08511111111111114,-0.04253809027313471,-0.08511111111111114,0.051562430088954225
770,us_crime,SMOTE,minority,KNN,og,-0.15533333333333332,-0.05499137421718059,-0.15533333333333332,0.06165697674418613
772,us_crime,SMOTE,minority,Tree,og,0.05355555555555558,0.04578502588719724,0.05355555555555558,0.03497376457716139
774,us_crime,SMOTE,minority,Logistic,og,-0.05688888888888899,0.00360436872573755,-0.05688888888888899,0.07016919774228414
776,us_crime,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
778,us_crime,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
780,us_crime,SMOTE,not minority,Tree,og,-0.0040000000000000036,-0.008313721837998944,-0.0040000000000000036,-0.012084290338611914
782,us_crime,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
784,us_crime,SMOTE,not majority,SVM,og,-0.07511111111111113,-0.021952407641911198,-0.07511111111111113,0.07992780248315301
786,us_crime,SMOTE,not majority,KNN,og,-0.1644444444444445,-0.058433867057529953,-0.1644444444444445,0.058504523073399706
788,us_crime,SMOTE,not majority,Tree,og,0.05755555555555558,0.05085455887781476,0.05755555555555558,0.0430879371785845
790,us_crime,SMOTE,not majority,Logistic,og,-0.06000000000000005,0.012427281921231437,-0.06000000000000005,0.08318206846181009
792,us_crime,SMOTE,all,SVM,og,-0.0882222222222222,-0.03429008355834973,-0.0882222222222222,0.06825480469904421
794,us_crime,SMOTE,all,KNN,og,-0.18155555555555558,-0.07529244948599789,-0.18155555555555558,0.044505813953488405
796,us_crime,SMOTE,all,Tree,og,0.029111111111111088,0.04144299680382024,0.029111111111111088,0.049837431792638553
798,us_crime,SMOTE,all,Logistic,og,-0.05088888888888898,0.015901569167516394,-0.05088888888888898,0.0845529355599195
800,us_crime,SMOTEN,minority,SVM,og,0.007111111111111068,0.0028060658220241397,0.007111111111111068,-0.02552652286168322
802,us_crime,SMOTEN,minority,KNN,og,0.0,0.0,0.0,0.0
804,us_crime,SMOTEN,minority,Tree,og,0.07577777777777783,0.0645936879841239,0.07577777777777783,0.04920050282840982
806,us_crime,SMOTEN,minority,Logistic,og,0.03733333333333322,0.039781220393884986,0.03733333333333322,0.04106240418435658
808,us_crime,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
810,us_crime,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
812,us_crime,SMOTEN,not minority,Tree,og,0.0020000000000000018,0.004175706262282031,0.0020000000000000018,0.005887914808463179
814,us_crime,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
816,us_crime,SMOTEN,not majority,SVM,og,-0.0040000000000000036,-0.009395025958746528,-0.0040000000000000036,-0.03257543502008453
